transaction_number,amount,item
2400,1,LatteIce
2402,2,Latte Hot
2402,1,V60
2402,1,Almond Croisant
2402,1,Plain Croisant
2403,1,Almond Croisant
2405,1,Latte Iced
2407,1,Coffee Croissant
2407,1,Almond Croisant
2407,1,Flat White Iced
2407,1,Latte Iced
2407,1,Pain Au Chocolat
2409,1,Latte Iced
2409,1,Latte Iced
2412,1,Cappucino Iced
2412,1,Decaf Coffee
2412,1,Cappucino Iced
2412,1,Cappucino Iced
2412,1,Cappucino Iced
2413,1,Americano Iced
2414,1,Cappucino Hot
2414,1,Cappucino Hot
2414,1,Cake Of The Day
2414,1,Plain Croisant
2415,1,V60
2415,1,V60
2416,2,Mochaccino Iced
2416,1,V60
2416,1,Blueberry Muffins
2417,1,Blueberry Muffins
2417,1,Plain Croisant
2417,1,Cappucino Hot
2417,1,Almond Croisant
2417,1,Latte Hot
2418,1,Almond Croisant
2420,1,Latte Hot
2421,1,Latte Iced
2421,1,Latte Hot
2422,1,Pain Au Chocolat
2423,1,Latte Iced
2426,1,Americano Iced
2427,1,Plain Croisant
2427,1,Almond Croisant
2427,1,Pistachio Croissant
2427,3,Cappucino Hot
2427,1,Cappucino Hot
2428,1,Latte Iced
2428,1,Cappucino Iced
2429,1,Mochaccino Iced
2429,1,Americano Iced
2430,5,PiccoloHot
2430,2,Plain Croisant
2430,5,Cappucino Iced
2431,1,V60
2431,1,Cappucino Iced
2431,1,Latte Iced
2432,2,Americano Iced
2433,2,Cappucino Iced
2434,1,Latte Iced
2435,1,Americano Hot
2435,1,Latte Iced
2435,1,Latte Iced
2436,1,Cappucino Hot
2437,1,LatteIce
2437,1,V60
2437,1,Pistachio Croissant
2438,1,Cappucino Hot
2438,1,Americano Iced
2439,1,Latte Iced
2442,1,Latte Iced
2443,1,Latte Iced
2444,1,Cappucino Hot
2444,1,Pistachio Croissant
2445,1,Cake Of The Day
2446,1,Americano Hot
2447,1,LatteIce
2447,1,V60
2447,1,Pain Au Suisse
2448,2,Latte Iced
2448,1,Latte Iced
2448,1,Latte Iced
2450,2,Cappucino Iced
2450,1,Cappucino Iced
2450,1,Flat White Iced
2450,1,Latte Iced
2451,1,Latte Iced
2452,1,V60
2452,1,Cappucino Hot
2452,1,V60
2453,1,Americano Hot
2454,1,Coffee Croissant
2454,1,Americano Hot
2454,1,Americano Hot
2455,2,Latte Iced
2455,1,Latte Hot
2455,1,Almond Croisant
2456,1,Cappucino Hot
2457,1,Cappucino Hot
2457,1,Pistachio Croissant
2457,1,Cappucino Hot
2458,1,Cappucino Hot
2458,1,EspressoHot
2458,1,Americano Iced
2459,2,Flat White Hot
2459,1,Longblack Hot
2459,1,Latte Hot
2462,1,Cappucino Hot
2462,1,Longblack Hot
2462,2,Cookies
2462,1,Cappucino Iced
2464,1,Almond Croisant
2464,1,Americano Hot
2464,1,Cappucino Hot
2467,1,Americano Iced
2467,1,Latte Iced
2470,1,Cappucino Hot
2470,1,Americano Iced
2471,1,Cappucino Iced
2472,1,Americano Iced
2472,1,Americano Hot
2474,1,Americano Iced
2474,1,Pistachio Croissant
2475,1,Latte Iced
2475,1,Longblack Hot
2477,1,Flat White Iced
2477,1,Cappucino Hot
2477,1,Magic Latte
2478,1,Cappucino Hot
2478,1,Cappucino Hot
2478,1,Decaf Coffee
2478,1,Cappucino Hot
2478,1,Almond Croisant
2482,1,Flat White Hot
2482,1,Pain Au Chocolat
2482,1,Mochaccino Iced
2482,1,Pain Au Chocolat
2482,1,Blueberry Muffins
2483,1,Americano Iced
2484,1,Americano Iced
2484,1,Latte Iced
2484,1,Pain Au Suisse
2485,1,Cappucino Hot
2486,1,Latte Hot
2486,1,Latte Hot
2488,1,Latte Iced
2489,1,Almond Croisant
2489,1,Cappucino Iced
2489,1,Cappucino Hot
2490,1,Latte Hot
2490,1,V60
2490,1,Plain Croisant
2491,1,Latte Hot
2491,1,Cappucino Iced
2491,1,Cappucino Iced
2491,1,Cake Of The Day
2492,1,Almond Croisant
2492,1,Cappucino Iced
2495,1,Latte Iced
2496,2,Latte Iced
2496,1,Almond Croisant
2496,1,Pistachio Croissant
2497,1,Pain Au Suisse
2497,1,Pistachio Croissant
2497,1,Latte Iced
2498,1,Latte Hot
2498,1,Cappucino Iced
2499,1,Latte Iced
2499,1,Latte Hot
2499,1,Latte Iced
2499,1,Cake Of The Day
2499,1,Pain Au Suisse
2499,1,Latte Iced
2500,1,Latte Iced
2501,1,Americano Hot
2501,1,Decaf Coffee
2502,1,Americano Hot
2502,1,Cappucino Hot
2504,1,Cappucino Hot
2504,1,Almond Croisant
2506,1,Flat White Hot
2506,1,Pistachio Croissant
2506,1,Pistachio Croissant
2507,1,Blueberry Muffins
2508,1,Brownies
2509,1,V60
2510,1,Almond Croisant
2510,1,Cake Of The Day
2510,1,Plain Croisant
2510,1,Pain Au Chocolat
2510,1,Brownies
2511,1,Pain Au Suisse
2511,1,Latte Iced
2512,4,Latte Iced
2513,1,Brownies
2513,1,Latte Iced
2513,1,Latte Iced
2513,1,Blueberry Muffins
2514,1,Americano Hot
2514,1,V60
2514,1,Cappucino Hot
2514,1,Pain Au Chocolat
2514,1,Pain Au Suisse
2516,1,Mochaccino Iced
2516,1,Cappucino Iced
2517,2,Latte Iced
2517,1,Blueberry Muffins
2517,1,Pistachio Croissant
2517,1,Latte Iced
2521,1,Mochaccino Iced
2524,1,Magic Latte
2525,1,Cappucino Hot
2526,1,Americano Iced
2527,1,Americano Hot
2527,1,Flat White Hot
2527,1,Cookies
2528,1,Americano Hot
2528,1,Americano Hot
2528,1,Latte Iced
2530,1,Latte Iced
2531,1,Mochaccino Iced
2532,1,V60
2533,1,Magic Latte
2533,1,Magic Latte
2533,1,Mochaccino Iced
2533,1,Cappucino Iced
2533,2,Americano Iced
2533,2,Magic Latte
2534,1,Pain Au Suisse
2534,1,Pistachio Croissant
2534,1,Pain Au Chocolat
2534,1,Americano Iced
2534,1,Latte Iced
2534,1,Pain Au Suisse
2535,1,Latte Iced
2535,1,Latte Iced
2535,1,Cappucino Hot
2535,1,Americano Hot
2535,1,Latte Iced
2536,1,V60
2536,1,Brownies
2537,1,Cappucino Iced
2537,1,Latte Hot
2538,1,Cappucino Iced
2539,1,Magic Latte
2540,1,Cappucino Iced
2540,1,V60
2544,1,Latte Iced
2544,1,Mochaccino Iced
2544,1,V60
2544,1,Latte Iced
2545,1,Latte Iced
2549,1,Latte Iced
2549,1,Americano Iced
2550,1,V60
2551,1,Cappucino Hot
2551,1,Latte Hot
2552,1,Americano Iced
2553,1,Cappucino Hot
2554,2,Americano Iced
2554,1,Americano Hot
2554,1,V60
2555,1,Americano Iced
2556,1,Latte Iced
2558,1,Cappucino Iced
2559,1,Cappucino Hot
2559,1,Almond Croisant
2559,1,Latte Hot
2561,1,Kuign-amann
2561,1,Americano Iced
2562,1,Pain Au Suisse
2562,1,Blueberry Muffins
2562,1,Pain Au Chocolat
2562,1,Kuign-amann
2562,1,Almond Croisant
2562,1,Plain Croisant
2562,1,EspressoHot
2562,2,PiccoloHot
2562,1,Latte Hot
2563,1,Americano Iced
2563,1,Latte Hot
2563,1,Decaf Coffee
2564,1,Cappucino Iced
2565,1,Americano Hot
2565,1,Latte Hot
2565,1,Latte Iced
2565,1,Plain Croisant
2565,1,Blueberry Muffins
2566,1,V60
2567,1,Latte Hot
2567,1,Almond Croisant
2568,1,Latte Iced
2568,1,V60
2569,1,Latte Iced
2569,1,Pain Au Suisse
2569,1,Kuign-amann
2569,1,Almond Croisant
2569,1,Latte Iced
2569,1,Cake Of The Day
2570,2,Latte Iced
2570,1,Latte Iced
2570,1,Latte Iced
2571,1,Cake Of The Day
2571,1,Almond Croisant
2572,1,Pain Au Suisse
2575,1,Cappucino Hot
2575,1,Cappucino Iced
2575,1,Latte Hot
2575,1,Americano Hot
2577,2,Cappucino Iced
2578,1,V60
2579,1,Latte Hot
2579,1,Latte Iced
2579,1,Pain Au Suisse
2579,1,Cake Of The Day
2580,1,Magic Latte
2580,1,Cappucino Hot
2581,1,Latte Iced
2581,1,Latte Iced
2582,1,Cookies
2582,1,Latte Iced
2582,1,Cappucino Iced
2583,1,Pain Au Suisse
2585,1,Latte Iced
2586,1,Latte Hot
2586,2,Latte Hot
2586,2,Pain Au Chocolat
2587,1,Latte Iced
2588,1,Latte Iced
2588,1,Americano Hot
2589,1,Cappucino Hot
2589,1,Cappucino Iced
2589,1,Latte Hot
2589,1,Latte Hot
2589,1,Kuign-amann
2591,1,Latte Iced
2592,2,Latte Iced
2593,1,Latte Iced
2594,1,Cappucino Hot
2594,1,Pain Au Chocolat
2596,1,Almond Croisant
2596,1,Latte Hot
2596,1,PiccoloHot
2597,1,Latte Iced
2597,1,Cappucino Hot
2598,1,Latte Iced
2598,1,Latte Iced
2599,1,Plain Croisant
2600,1,Cappucino Iced
2600,1,Americano Iced
2600,1,Mochaccino Iced
2600,1,Cake Of The Day
2600,1,Cappucino Iced
2601,1,Latte Iced
2601,1,Latte Iced
2606,1,Americano Hot
2606,1,Pistachio Croissant
2608,1,Blueberry Muffins
2608,1,Pistachio Croissant
2608,1,V60
2608,1,Flat White Hot
2611,1,Kuign-amann
2611,1,Almond Croisant
2611,1,Pain Au Suisse
2611,1,Pistachio Croissant
2612,2,Latte Iced
2615,1,Cappucino Hot
2615,1,Latte Iced
2617,1,Cappucino Hot
2617,1,Decaf Coffee
2618,2,Americano Iced
2619,1,Cappucino Hot
2619,1,Latte Hot
2619,1,Cake Of The Day
2620,1,Americano Hot
2620,3,Cappucino Hot
2620,2,Cappucino Hot
2620,1,Cake Of The Day
2621,1,Cappucino Hot
2621,1,Americano Iced
2621,1,Latte Hot
2621,1,Latte Iced
2621,1,Flat White Hot
2621,1,Cake Of The Day
2623,1,Flat White Hot
2623,1,Latte Hot
2623,1,Plain Croisant
2624,1,PiccoloHot
2624,1,Pistachio Croissant
2626,1,Americano Iced
2626,1,Flat White Hot
2627,1,Cappucino Hot
2630,1,Latte Iced
2632,1,Latte Iced
2632,1,Cappucino Hot
2632,1,Flat White Hot
2632,1,Americano Iced
2632,1,Pistachio Croissant
2632,1,Longblack Iced
2635,1,Cappucino Hot
2635,1,Latte Iced
2635,1,PiccoloHot
2635,1,Americano Iced
2637,1,Latte Hot
2637,1,Cappucino Hot
2637,1,Americano Hot
2637,1,Pain Au Chocolat
2637,1,Cappucino Hot
2637,1,Longblack Hot
2637,1,Pain Au Chocolat
2638,1,Flat White Hot
2640,1,Latte Hot
2640,1,Latte Iced
2640,1,Decaf Coffee
2640,1,Latte Iced
2642,1,Americano Iced
2643,1,Latte Iced
2649,2,Americano Hot
2649,1,Americano Hot
2649,1,Cake Of The Day
2650,2,Latte Iced
2650,1,Latte Iced
2650,1,Latte Iced
2650,1,Latte Hot
2650,1,Cake Of The Day
2650,1,Latte Iced
2650,1,Latte Iced
2650,1,Americano Iced
2650,1,Decaf Coffee
2653,1,Cappucino Hot
2657,1,Cappucino Hot
2657,1,Americano Hot
2657,1,Americano Iced
2659,2,Cappucino Hot
2659,1,Cappucino Iced
2667,1,Latte Iced
2667,1,Pain Au Chocolat
2667,1,Flat White Iced
2668,1,Flat White Hot
2668,1,Flat White Hot
2668,1,Blueberry Muffins
2669,1,Cappucino Hot
2669,1,Cappucino Hot
2669,1,Cake Of The Day
2671,1,Latte Hot
2671,1,Cake Of The Day
2672,1,V60
2673,1,Longblack Iced
2673,1,V60
2675,1,Brownies
2676,1,Cappucino Hot
2677,1,Mochaccino Iced
2677,1,Cappucino Hot
2677,1,Latte Iced
2677,1,Decaf Coffee
2677,1,Cappucino Iced
2678,1,Cappucino Iced
2679,1,Latte Iced
2679,1,Cappucino Iced
2680,1,Americano Iced
2683,1,Cappucino Hot
2683,1,Cappucino Hot
2683,1,Cappucino Iced
2683,1,Latte Hot
2683,1,Cake Of The Day
2683,1,Cake Of The Day
2684,1,Latte Iced
2684,1,Decaf Coffee
2685,1,Cappucino Hot
2687,1,Flat White Iced
2687,1,Cappucino Iced
2688,1,Cappucino Hot
2690,1,V60
2690,1,Latte Iced
2690,1,Cake Of The Day
2692,3,Cappucino Hot
2693,1,Americano Iced
2693,1,Americano Hot
2693,1,Cappucino Hot
2693,1,Latte Iced
2693,1,Americano Iced
2694,1,Cappucino Hot
2694,1,V60
2694,1,Kuign-amann
2694,1,Plain Croisant
2695,1,V60
2697,1,Flat White Iced
2697,1,Cappucino Iced
2697,1,Americano Iced
2697,1,Cappucino Hot
2697,1,Pistachio Croissant
2697,1,Plain Croisant
2697,1,Plain Croisant
2697,1,Pistachio Croissant
2699,1,V60
2699,1,Almond Croisant
2699,1,Pain Au Suisse
2700,1,Cappucino Hot
2700,1,Latte Iced
2700,1,Latte Hot
2700,1,Cappucino Hot
2700,1,Latte Hot
2701,1,Latte Iced
2701,1,Flat White Iced
2702,1,Latte Iced
2705,1,Blueberry Muffins
2706,1,Cappucino Hot
2707,1,V60
2708,1,Cappucino Iced
2708,1,Cake Of The Day
2710,1,Latte Iced
2711,1,Cake Of The Day
2712,1,Latte Iced
2712,1,Latte Iced
2712,1,Latte Iced
2715,1,Latte Hot
2715,1,Flat White Hot
2715,1,Cake Of The Day
2716,1,Cappucino Iced
2716,1,Plain Croisant
2719,1,Latte Hot
2722,1,Cookies
2722,1,Americano Hot
2724,1,Cappucino Hot
2724,1,LatteIce
2725,1,Cake Of The Day
2727,1,Latte Iced
2727,1,Pain Au Suisse
2727,1,Brownies
2729,1,Latte Iced
2730,1,Magic Latte
2731,1,Pain Au Suisse
2731,1,Americano Iced
2732,1,Latte Iced
2734,1,Almond Croisant
2735,1,Latte Iced
2735,1,Latte Hot
2736,1,Americano Iced
2736,1,Americano Hot
2737,1,Blueberry Muffins
2737,1,Decaf Coffee
2738,1,Latte Iced
2738,1,Latte Iced
2740,1,Pain Au Chocolat
2741,1,Americano Iced
2746,1,Americano Iced
2747,1,Longblack Hot
2747,1,Flat White Hot
2747,1,Almond Croisant
2747,1,Cappucino Iced
2749,1,Americano Iced
2749,1,Latte Iced
2750,1,Latte Iced
2751,1,Latte Hot
2751,1,Latte Iced
2753,1,Latte Iced
2753,1,Cappucino Iced
2754,1,LatteIce
2756,1,Blueberry Muffins
2756,1,Latte Iced
2756,1,Kuign-amann
2757,1,Latte Iced
2757,1,Americano Hot
2758,1,Latte Hot
2758,1,Mochaccino Iced
2758,1,Pain Au Suisse
2761,1,Flat White Iced
2761,1,Pain Au Suisse
2762,1,Latte Iced
2762,1,Latte Iced
2763,1,Cappucino Iced
2765,1,Cake Of The Day
2766,1,Brownies
2766,1,Latte Hot
2766,1,Flat White Hot
2766,1,Blueberry Muffins
2766,1,Latte Iced
2767,1,Flat White Iced
2767,1,Flat White Hot
2768,1,Cappucino Iced
2768,1,Cappucino Hot
2769,2,Latte Iced
2769,1,Latte Iced
2771,1,Almond Croisant
2773,1,Pain Au Suisse
2777,2,Latte Hot
2777,1,Plain Croisant
2778,1,Americano Hot
2778,1,Plain Croisant
2780,1,V60
2780,1,Flat White Hot
2780,1,Pain Au Suisse
2780,1,Almond Croisant
2781,1,Pain Au Suisse
2781,1,Mochaccino Iced
2782,1,Latte Iced
2782,1,Cappucino Iced
2782,1,V60
2783,1,Latte Iced
2784,1,Cappucino Hot
2784,2,Americano Hot
2784,1,Mochaccino Hot
2784,1,Pain Au Suisse
2785,2,Cappucino Iced
2785,1,Flat White Hot
2785,1,Americano Iced
2786,1,Cappucino Hot
2787,1,Cappucino Iced
2789,1,Flat White Hot
2791,1,Almond Croisant
2793,1,Almond Croisant
2794,1,Cappucino Hot
2794,2,Latte Hot
2795,1,Cappucino Hot
2795,1,Latte Iced
2795,1,Americano Hot
2795,1,Plain Croisant
2796,1,Americano Hot
2796,2,Americano Iced
2796,1,Cappucino Hot
2796,2,PiccoloHot
2796,1,PiccoloHot
2801,1,Latte Iced
2801,1,Latte Hot
2802,1,V60
2802,1,Latte Hot
2805,1,Americano Hot
2805,1,Americano Iced
2806,1,Latte Iced
2806,1,Americano Iced
2807,1,Americano Hot
2807,1,Latte Hot
2807,1,Brownies
2807,1,V60
2808,1,V60
2808,1,Americano Iced
2808,1,Almond Croisant
2810,1,Latte Iced
2814,1,Pain Au Suisse
2814,1,Plain Croisant
2815,1,Flat White Hot
2815,1,Latte Iced
2815,1,Plain Croisant
2816,1,Plain Croisant
2817,1,Latte Iced
2817,1,Cake Of The Day
2819,1,Flat White Hot
2820,1,Cappucino Iced
2820,1,Plain Croisant
2821,1,Cappucino Hot
2821,1,Latte Iced
2821,1,Cake Of The Day
2822,1,PiccoloHot
2822,1,Latte Iced
2823,1,Latte Iced
2823,1,Pain Au Chocolat
2823,1,Pain Au Suisse
2825,1,Latte Hot
2825,1,Pain Au Chocolat
2830,1,Cappucino Hot
2830,1,Almond Croisant
2831,1,Cappucino Hot
2834,1,Almond Croisant
2834,1,Pain Au Chocolat
2835,1,Almond Croisant
2835,1,Pain Au Chocolat
2836,1,Almond Croisant
2839,1,Latte Iced
2839,1,Latte Iced
2839,1,Cappucino Iced
2840,1,Latte Iced
2841,1,Americano Iced
2843,1,Latte Iced
2843,1,Latte Iced
2843,1,Decaf Coffee
2847,1,Cappucino Hot
2847,1,Almond Croisant
2847,2,Plain Croisant
2847,1,Pain Au Chocolat
2847,1,Americano Iced
2851,1,Latte Iced
2852,1,Latte Hot
2852,1,Americano Iced
2852,1,Latte Iced
2854,1,Almond Croisant
2855,1,Latte Iced
2856,1,PiccoloHot
2856,1,Latte Hot
2857,1,Longblack Iced
2857,1,Cake Of The Day
2859,1,Latte Iced
2860,1,Latte Iced
2861,1,V60
2862,1,Americano Iced
2863,1,Cappucino Hot
2863,1,Cappucino Hot
2863,1,Brownies
2864,1,Latte Hot
2864,1,Latte Iced
2864,1,Kuign-amann
2865,1,V60
2865,1,Latte Iced
2865,1,Almond Croisant
2867,1,Almond Croisant
2868,1,Flat White Hot
2868,1,Mochaccino Hot
2868,1,Flat White Hot
2869,1,V60
2869,1,EspressoHot
2870,1,Almond Croisant
2870,1,Latte Iced
2871,1,Americano Iced
2871,1,Latte Hot
2871,1,Decaf Coffee
2871,1,Latte Iced
2871,1,Latte Hot
2871,1,Americano Iced
2873,1,V60
2873,1,V60
2877,1,Latte Iced
2877,1,Cappucino Hot
2880,1,Latte Iced
2880,1,Latte Iced
2882,1,Cappucino Hot
2883,1,Americano Iced
2883,1,Decaf Coffee
2884,1,Latte Iced
2884,1,Latte Iced
2884,1,Decaf Coffee
2885,1,Latte Iced
2887,1,Latte Iced
2887,1,V60
2887,1,V60
2887,1,Cake Of The Day
2889,1,Cappucino Hot
2889,1,V60
2890,1,Cappucino Hot
2891,1,Latte Iced
2892,1,Americano Iced
2894,1,Plain Croisant
2894,1,Brownies
2895,1,Cappucino Hot
2896,1,Mochaccino Iced
2897,1,Cappucino Hot
2897,1,Brownies
2897,1,Kuign-amann
2897,1,Almond Croisant
2898,1,Longblack Hot
2898,1,V60
2900,1,Longblack Hot
2900,1,Plain Croisant
2902,1,Flat White Iced
2903,1,Almond Croisant
2904,1,Longblack Iced
2905,1,Latte Iced
2905,1,Latte Iced
2906,1,Almond Croisant
2906,1,Americano Iced
2908,1,Almond Croisant
2908,1,Brownies
2909,1,Pistachio Croissant
2909,1,Latte Iced
2910,1,Flat White Iced
2910,1,Latte Iced
2910,1,Brownies
2910,1,Cookies
2912,1,Pistachio Croissant
2912,1,Cake Of The Day
2913,2,Latte Iced
2914,1,Cappucino Iced
2916,1,Latte Iced
2916,1,Americano Iced
2917,1,Kuign-amann
2918,1,Latte Iced
2918,1,Latte Iced
2919,1,Cappucino Hot
2919,1,Longblack Iced
2919,1,Americano Iced
2920,1,Latte Hot
2922,2,Latte Hot
2922,2,Decaf Coffee
2922,1,Pain Au Suisse
2923,1,Cappucino Hot
2923,1,Almond Croisant
2923,1,Pain Au Suisse
2923,1,Pistachio Croissant
2925,1,Americano Hot
2925,1,Flat White Hot
2925,1,Flat White Hot
2925,1,Latte Hot
2925,1,Pistachio Croissant
2926,1,Latte Hot
2926,1,Magic Latte
2927,1,Cappucino Hot
2929,2,Americano Iced
2929,1,Cappucino Hot
2929,1,Almond Croisant
2930,2,Latte Iced
2932,2,Cappucino Hot
2932,1,Cake Of The Day
2932,1,Pain Au Suisse
2932,1,Pain Au Suisse
2933,1,Almond Croisant
2933,1,Cappucino Iced
2933,1,Cappucino Hot
2936,1,Latte Hot
2936,2,Almond Croisant
2937,3,PiccoloHot
2937,1,Cappucino Hot
2937,1,EspressoHot
2938,1,Americano Hot
2938,1,Latte Iced
2940,1,Latte Iced
2940,1,Kuign-amann
2942,1,Latte Iced
2946,1,Mochaccino Iced
2946,1,Mochaccino Hot
2946,1,Flat White Hot
2947,1,Pain Au Suisse
2947,1,Latte Iced
2949,1,Cappucino Hot
2949,1,Cookies
2949,1,Pain Au Suisse
2949,1,Plain Croisant
2949,1,Pistachio Croissant
2950,1,Latte Iced
2951,1,Latte Iced
2951,1,Cappucino Hot
2952,1,Plain Croisant
2952,1,Cappucino Hot
2952,1,V60
2953,1,Longblack Hot
2953,2,Cappucino Hot
2954,1,Cappucino Hot
2954,1,Latte Iced
2957,1,Americano Hot
2958,1,Americano Iced
2958,1,Mochaccino Iced
2959,1,Flat White Hot
2959,1,Latte Iced
2960,1,Pain Au Suisse
2960,1,Latte Iced
2960,1,Latte Iced
2962,1,Cappucino Hot
2962,1,Latte Iced
2962,1,Americano Hot
2962,1,Almond Croisant
2962,2,Latte Iced
2964,1,Americano Iced
2965,2,Latte Hot
2967,1,Americano Iced
2967,1,Cappucino Iced
2968,1,Cappucino Hot
2968,1,Almond Croisant
2969,1,Longblack Hot
2971,1,Latte Hot
2971,1,Pistachio Croissant
2971,1,Cookies
2972,2,Latte Iced
2973,1,Longblack Iced
2974,1,Americano Iced
2974,1,Flat White Iced
2975,1,Latte Iced
2978,1,Cappucino Hot
2979,1,Cookies
2979,1,Latte Hot
2979,1,Americano Iced
2980,1,Longblack Iced
2984,1,Cappucino Iced
2984,1,Pain Au Suisse
2985,1,Cappucino Hot
2985,1,Plain Croisant
2985,1,Americano Iced
2985,1,Latte Iced
2986,2,Latte Iced
2987,1,Cappucino Hot
2987,1,Cappucino Hot
2987,1,PiccoloHot
2987,1,Pistachio Croissant
2987,1,Kuign-amann
2987,1,Cappucino Hot
2987,1,Cake Of The Day
2988,1,Flat White Hot
2990,1,Latte Iced
2991,1,V60
2993,1,Cappucino Hot
2993,1,LatteIce
2993,1,Cake Of The Day
2993,1,Cappucino Hot
2993,1,Cappucino Iced
2994,2,Latte Iced
2994,1,Pistachio Croissant
2994,1,Latte Iced
2994,1,Cake Of The Day
2995,1,Cake Of The Day
2999,1,Americano Iced
3006,1,Latte Iced
3006,1,Americano Iced
3009,1,Cake Of The Day
3010,1,Flat White Iced
3010,1,Flat White Hot
3010,1,Cappucino Iced
3010,1,Cake Of The Day
3010,1,Brownies
3010,2,Cookies
3010,1,Plain Croisant
3011,1,Latte Iced
3011,1,Cappucino Iced
3011,1,Cake Of The Day
3011,1,Latte Iced
3012,1,Latte Iced
3012,1,Cake Of The Day
3013,1,Latte Iced
3013,1,Cappucino Hot
3013,1,V60
3013,1,Americano Iced
3014,1,Latte Iced
3016,1,PiccoloHot
3017,1,Pain Au Suisse
3017,1,Latte Iced
3019,1,Latte Iced
3021,1,Almond Croisant
3021,1,Pain Au Suisse
3021,1,Mochaccino Iced
3022,1,Americano Iced
3025,1,Latte Iced
3025,1,Cappucino Hot
3026,1,Latte Iced
3026,1,Decaf Coffee
3026,1,Cookies
3027,1,Cappucino Hot
3027,1,Cake Of The Day
3037,1,V60
3039,1,Pain Au Chocolat
3039,1,Longblack Hot
3040,1,V60
3041,1,Cappucino Iced
3041,1,Pain Au Chocolat
3042,1,Longblack Iced
3043,1,Americano Iced
3045,1,Americano Iced
3045,1,Cake Of The Day
3047,2,Latte Iced
3047,1,Pain Au Suisse
3050,1,Pain Au Chocolat
3053,1,Pain Au Suisse
3053,1,Cappucino Hot
3055,1,Cake Of The Day
3057,2,Latte Iced
3057,1,Cake Of The Day
3058,1,Almond Croisant
3058,1,Almond Croisant
3060,1,Flat White Iced
3060,1,Latte Hot
3061,1,V60
3062,1,Cappucino Iced
3063,1,Cappucino Iced
3063,1,Americano Iced
3063,1,Almond Croisant
3066,2,Latte Iced
3068,1,Latte Iced
3068,1,Kuign-amann
3068,1,Almond Croisant
3070,1,Americano Hot
3071,2,Latte Iced
3072,1,Flat White Iced
3072,1,Cake Of The Day
3072,1,Latte Iced
3075,1,Latte Iced
3075,1,Cake Of The Day
3076,1,Latte Iced
3076,1,Decaf Coffee
3076,1,Pistachio Croissant
3077,1,Latte Iced
3077,1,Cappucino Iced
3077,1,Americano Iced
3077,1,Mochaccino Iced
3079,1,Pain Au Suisse
3079,1,Plain Croisant
3079,1,Latte Iced
3081,1,Latte Hot
3082,1,Almond Croisant
3084,1,Pain Au Chocolat
3084,1,Pain Au Suisse
3085,1,Kuign-amann
3085,1,EspressoHot
3085,1,Cookies
3087,3,Latte Iced
3087,1,Latte Iced
3091,1,Latte Iced
3092,1,Cookies
3093,1,Pain Au Suisse
3093,1,Plain Croisant
3093,1,Cappucino Hot
3093,2,V60
3093,1,Latte Iced
3093,1,Pain Au Suisse
3093,2,Brownies
3093,1,Plain Croisant
3093,1,Flat White Hot
3095,1,Pain Au Chocolat
3095,1,Pain Au Suisse
3095,1,Cookies
3096,1,Latte Iced
3098,1,Cappucino Hot
3098,1,Latte Hot
3098,1,Mochaccino Iced
3098,1,Pain Au Suisse
3098,1,Kuign-amann
3100,2,Latte Iced
3101,1,Cappucino Iced
3101,1,V60
3101,1,V60
3103,2,Latte Iced
3103,1,Almond Croisant
3105,1,Americano Iced
3107,1,Cake Of The Day
3108,1,Almond Croisant
3109,1,Pain Au Suisse
3110,1,Pain Au Chocolat
3112,1,Almond Croisant
3112,1,Pain Au Suisse
3113,1,Cappucino Iced
3113,1,Cappucino Hot
3114,1,Pistachio Croissant
3114,1,Pain Au Chocolat
3117,1,Kuign-amann
3117,1,Pistachio Croissant
3118,1,Cappucino Hot
3120,1,Latte Iced
3120,1,Cake Of The Day
3120,1,Cake Of The Day
3121,1,Latte Iced
3126,1,Cappucino Hot
3128,1,Cappucino Hot
3128,1,Blueberry Muffins
3129,1,Mochaccino Hot
3131,1,Cappucino Hot
3133,1,Cappucino Hot
3133,1,Decaf Coffee
3137,1,Longblack Hot
3137,1,Latte Hot
3137,1,Decaf Coffee
3138,1,LatteIce
3139,1,Pistachio Croissant
3141,2,Cappucino Hot
3141,1,Pistachio Croissant
3143,1,Americano Hot
3144,1,Cappucino Hot
3144,1,Latte Iced
3146,1,Longblack Hot
3146,1,V60
3148,1,Flat White Hot
3148,1,Americano Hot
3148,1,Cappucino Hot
3149,1,Latte Iced
3150,2,Cappucino Hot
3150,1,Plain Croisant
3150,1,V60
3153,1,Latte Iced
3153,1,Cappucino Hot
3153,1,Plain Croisant
3153,1,Pain Au Chocolat
3153,1,Pistachio Croissant
3153,1,Cappucino Iced
3153,1,Latte Iced
3153,1,Latte Hot
3153,1,V60
3153,1,Americano Iced
3153,3,Cake Of The Day
3155,1,Americano Iced
3157,2,Latte Hot
3157,1,Latte Hot
3157,1,Mochaccino Hot
3157,1,Latte Hot
3157,1,Latte Hot
3157,1,Plain Croisant
3158,1,V60
3159,1,Americano Hot
3159,1,Cake Of The Day
3159,1,Americano Hot
3161,1,Latte Hot
3161,1,Latte Hot
3161,1,Americano Iced
3161,1,Cake Of The Day
3161,1,Cake Of The Day
3164,1,Cappucino Hot
3168,1,Americano Hot
3168,1,Cake Of The Day
3171,2,Flat White Hot
3173,1,Latte Iced
3173,1,Cappucino Iced
3176,1,Brownies
3176,1,Cappucino Iced
